spdb3517	服务调查满意度100%。
spdb5499	为保持货币信贷总量适度增长，防止货币信贷出现大幅度波动，人民银行各分行和各金融机构要站在全局和战略的高度，实行一把手负责制，处理好非典型肺炎防治工作和做好金融服务工作的关系，一手抓防治非典型肺炎这件大事，一手抓金融服务不放松，努力保持货币信贷适度增长，为国民经济持续健康发展及时提供有效的信贷支持和相关金融服务。要充分把握和了解非典型肺炎疫情动态及其对信贷资金供求、信贷结构和信贷环境带来的新变化，把可能遇到的困难估计得严重一些，把解决的措施和应急的手段准备得充分一些，做到心中有数，努力保持2003年货币信贷的适度增长，充分发挥金融对经济发展的支持和促进作用。
spdb5500	要积极提供短期流动资金贷款，并适当下浮贷款利率，帮助企业渡过难关。要认真贯彻落实下岗失业人员再就业小额担保贷款政策，积极发放再就业小额担保贷款，支持政府做好就业和再就业工作。
spdb5507	向同业拆借市场披露必要信息的义务，证券公司应披露真实信息。
spdb5509	每年1月20日以前，披露上年末的资产负债表、净资本计算表、上年度的利润表及利润分配表；（二）每年7月20日以前，披露当年6月30日的资产负债表、净资本计算表、当年1-6月的利润表及利润分配表；
spdb5510	每年1月20日以前，披露上年末的资产负债表、净资本计算表、上年度的利润表及利润分配表；  （二）每年7月20日以前，披露当年6月30日的资产负债表、净资本计算表、当年1-6月的利润表及利润分配表；（三）每年4月30日以前，披露经具有从事证券期货相关业务资格的会计师事务所及其会计师审计的年度财务报表和审计报告，包括审计意见全文、经审计的资产负债表、净资本计算表、利润表及利润分配表和会计报表附注。
spdb5517	为京剧《群英会》人物造型，并刊面额
spdb5520	有保有压、区别对待
spdb5527	签发空头支票或者签发与其预留的签章不符的支票，不以骗取财物为目的的，由中国人民银行处以票面金额5%但不低于1000元的罚款”。中国人民银行及其分支机构依据上述规定对空头支票的出票人予以处罚。
spdb5528	1．到期不缴纳罚款的，每日按罚款数额的3%加处罚款；  2．要求银行停止其签发支票；  3．申请人民法院强制执行。
spdb5537	各商业银行发行的限国内通用的银行卡必须在卡正面右下方指定位置印刷统一的“银联”标识，限国内通用的人民币贷记卡还应同时在卡正面右下方指定位置加贴“银联”标识的全息防伪标志。
spdb5547	主体结构封顶、高层住宅完成总投资
spdb5549	借款人申请个人商业用房抵押贷款的抵借比不得超过60%，贷款期限最长不得超过10年，所购商业用房应为现房。
spdb5550	《中华人民共和国中国人民银行法》、《中华人民共和国商业银行法》、《贷款通则》和《个人住房贷款管理办法》等法律、规章和制度，加强对各商业银行住房金融业务的监督，维护正常的业务竞争秩序，对违反法规的行为要及时纠正，并予以处罚。
spdb5557	应对大户型、大面积、高档商品房、别墅等项目
spdb5560	中低收入家庭购买住房
spdb5569	中国人民银行《不良贷款认定暂行办法》第九条中的前三个条件的，列为正常贷款。
spdb5577	的主要结算工具包括银行汇票、商业汇票、银行本票和支票
spdb5578	商业银行接受客户委托、代为办理客户指定的经济事务、提供金融服务并收取一定费用的业务，包括代理政策性银行业务、代理中国人民银行业务、代理商业银行业务、代收代付业务、代理证券业务、代理保险业务、代理其他银行银行卡收单业务等。
spdb5580	应根据《外汇指定银行办理结汇、售汇业务管理暂行办法》（中国人民银行令〔2002〕第4号）第十二条所规定的相关条件进行审查，向符合准入条件的金融机构出具同意其办理结汇、售汇业务的批复文件，并抄送所在地人民银行分支行和中国银行业监督管理委员会的分支机构，同时将批复文件抄报上一级外汇局。
spdb5589	督促会员执行国家法律、法规和各项政策，对违反国家法律、法规的，向中国人民银行分行报告并提出处理意见；维护会员的合法权益，对侵犯会员合法权益的行为，向有关部门提出申诉或要求；加强会员与人民银行和政府其他部门的联系，反映会员的共同愿望和建议，沟通会员和其他行业的关系；加强会员之间的联系、交流、合作，协调会员之间在业务方面的争议；促进会员间的业务培训和有关的调查研究，为会员提供咨询服务等。
spdb5600	如实填写购房用途，并严格按照《通知》规定确定住房贷款的最低首付比例，同时，按有关规定将住房抵押贷款信息及时录入中国人民银行个人信用信息基础数据库。
spdb5610	（1）评估报告应列明评估的范围。评估应突出对信息系统安全的评估，包括安全策略、物理安全、数据通讯安全、应用系统安全等方面的内容。（2）评估报告应列明评估所依据的国内和国际标准，判断网上银行业务运行系统是否符合标准。（3）评估报告应指出安全隐患和提出整改的建议，并对网上银行业务的安全性做出明确的结论。（4）评估报告应由相关责任人签字。
spdb5617	“一次核定、随用随贷、余额控制、周转使用”
spdb5627	买入证券支付的价款、汇出本金和投资收益及中国人民银行规定的其他支出。除开放式基金外，试点机构如需汇出投资收益的，应当提供境内会计师事务所出具的审计报告和相关税务证明。
spdb5637	分别给予不同权重，得出综合评价，以综合评价作为申请银行分行准入数量的基本依据。各申请银行每年度分行准入数量一般控制在3家以内，对在西部设立分行的可适当放宽到4家；新设分行的具体数量按上述标准并结合监管情况确定。
spdb5638	发生重大违法、违规经营行为的；(二)发生可能导致银行重大风险损失事件的；(三)风险管理和内部控制出现严重缺陷的。
spdb5640	部分中小企业自身素质差、资本金不足、资信情况不透明；市场竞争加剧，直接融资渠道狭窄，社会信用环境差，社会中介服务体系不完善等是主要原因。
spdb5647	既可以通过交易中心的交易系统进行，也可以通过电话、传真等其他方式
spdb5648	应订立书面交易合同，书面交易合同包括交易中心交易系统生成的成交单，或者合同书、信件和数据电文等。交易双方认为必要时，可签订补充合同。
spdb5649	制订利率互换交易操作规程
spdb5650	违规大额提取现金、可疑现金交易问题日益突出
spdb5658	无论同城或异地，发卡行均应按每笔4元的标准向代理行缴纳代理费
spdb5659	按每笔交易不超过0.7元的标准向代理行收取网络服务费。不论该交易经过几个交换中心，均只收取一次网络服务费。
spdb5669	（目前年利率为1.89%)计息。
spdb5670	由邮政储蓄机构自主运用
spdb5677	为进一步规范国有独资商业银行外汇业务管理，完善外汇业务审批程序
spdb5678	依据《金融违法行为处罚办法》等有关法规予以严肃处理，并追究有关责任人责任。
spdb5680	《中华人民共和国中国人民银行法》、《中华人民共和国商业银行法》、《中华人民共和国国家金库条例》、《中华人民共和国国家金库条例实施细则》、《商业银行、信用社代理国库业务管理办法》（中国人民银行令〔2001〕第1号）等有关规定
spdb5687	人民银行各级异议受理人员要严格按照《个人信用信息基础数据库本人查询规程》（见附件3）的规定，受理社会个人的信用报告查询申请。
spdb5689	商业银行已逐步实现了法人统一管理，并建成运行了行内电子汇兑系统，中国工商银行等8家商业银行的数据密传已联调成功并通过验收
spdb5697	根据大额现金管理规定的有关要求,各商业银行要进一步建立和健全行内现金管理制度和完善管理措施,固定管理岗位,确定管理人员,强化内部控制制度,使相关岗位能够互相制约和监督,并对部分大额现金审批岗位实行轮岗以及进行离岗审查。
